Investigation Type,Latitude,Longitude,Aircraft Category,Make,Amateur Built,Number of Engines,Engine Type,Purpose of Flight,Weather Condition,
 Accident ,,,, Mooney , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Let , No ,, Unknown , Personal , VMC , 
 Accident ,,,, Ryskamp , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Peters , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Champion , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Schwarz , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , IMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Boeing , No ,3, Turbo Fan , Unknown , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Ferry , VMC , 
 Accident ,,,, Bell , No ,1, Reciprocating , Aerial Application , IMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,, Helicopter , Bell , No ,2, Turbo Shaft , Positioning , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Robinson , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,41.011667,-105.108889,, Mooney , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,2, Reciprocating , Instructional , VMC , 
 Accident ,,,, Luscombe , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Root , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , IMC , 
 Accident ,,,, Mooney , No ,1, Reciprocating , Personal , IMC , 
 Accident ,,,, Cianchette , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, de Havilland , No ,1, Reciprocating , Business , VMC , 
 Accident ,,,, Bohner , Yes ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Comeau , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Halsmer , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Schweizer , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Fudold , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Schweizer , No ,1, Reciprocating , Business , VMC , 
 Accident ,,,, Monocoupe , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Eiriavion Oy , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Cessna , No ,2, Reciprocating , Personal , VMC , 
 Accident ,,,, Aerospatiale , No ,, Unknown , Unknown , VMC , 
 Accident ,,,, Eurocopter , No ,1, Turbo Shaft , Positioning , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Business , VMC , 
 Accident ,,,, Mooney , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,2, Reciprocating , Unknown , VMC , 
 Accident ,,,, Rotorway , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Waco , No ,1, Reciprocating , Personal , VMC , 
 Incident ,,,, Aerospatiale , No ,2, Turbo Prop , Unknown , VMC , 
 Accident ,,,, Yakovlev , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Quicksilver , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, JIM WESEMAN , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Incident ,,, Airplane , Boeing , Yes ,, Unknown , Unknown , IMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Lake , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Schreder , Yes ,, Unknown , Personal , VMC , 
 Accident ,,,, Bell , No ,1, Turbo Shaft , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Lutke , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,2, Reciprocating , Personal , VMC , 
 Accident ,,,, Floroski , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Mooney , No ,1, Reciprocating , Personal , VMC , 
 Accident ,20.871667,-156.581667,, Aerospatiale , No ,2, Turbo Shaft , Unknown , IMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,, Reciprocating , Instructional , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Rockwell , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,,,, Beaver , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Public Aircraft , VMC , 
 Accident ,,, Airplane , STEEL/VANS , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Douglas , No ,, Unknown , Unknown , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Boeing , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,2, Reciprocating , Personal , VMC , 
 Accident ,,,, Schweizer , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Business , VMC , 
 Accident ,,,, Grumman , No ,2, Turbo Prop , Unknown , IMC , 
 Accident ,,,, Ercoupe , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Incident ,,,, Canadair , No ,2, Turbo Jet , Unknown , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Grumman American , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Burton/Boyton , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Boeing Stearman , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Beech , No ,2, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Hess , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Hughes , No ,, Unknown , Executive/Corporate , VMC , 
 Accident ,,,, Boeing , No ,2, Turbo Jet ,, IMC , 
 Accident ,,,, Taylorcraft , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, de Havilland , No ,1, Reciprocating , Positioning , VMC , 
 Accident ,,,, Air Tractor , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, SPENCER , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Bell , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,34.747777,-90.081111,, Beech , No ,2, Reciprocating ,, VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Warrington , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Grumman American , No ,1, Reciprocating , Personal , IMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Rotorway , Yes ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Mbb , No ,2, Turbo Shaft , Positioning , VMC , 
 Accident ,,,, Aeronca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Mead , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Weatherly , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Bell , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Witlock , Yes ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Beech , No ,2, Reciprocating , Personal , VMC , 
 Accident ,,,, Grumman-Schweizer , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,,,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Ercoupe , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Robinson , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Aeronca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Maule , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Boeing Stearman , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Aerostar , No ,, Unknown , Business , VMC , 
 Accident ,,,, Chilian , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Air Tractor , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Grumman-Schweizer , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Mooney , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Bellanca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,2, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Public Aircraft , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Aeronca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Fairchild , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Airbus , No ,2, Turbo Fan ,, VMC , 
 Accident ,,, Helicopter , Bell , No ,, Unknown ,, VMC , 
 Accident ,,,, Fairchild , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,2, Reciprocating , Personal , VMC , 
 Accident ,,,, Kaman , No ,1, Turbo Shaft , Other Work Use , VMC , 
 Accident ,,,, Wsk Pzl Mielec , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Robinson , No ,1, Reciprocating , Unknown , VMC , 
 Incident ,61.179445,-149.983333,, McDonnell Douglas , No ,2, Turbo Fan , Unknown , VMC , 
 Accident ,,,, Grumman , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Grumman , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Keith Kinden , Yes ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Cessna , No ,2, Turbo Fan , Executive/Corporate , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,, Airplane , Piper , No ,, Unknown , Personal , UNK , 
 Accident ,,, Airplane , Curtis-Wright , No ,, Unknown , Unknown , VMC , 
 Accident ,,,, James Browning , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Ercoupe , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Helfer , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Stinson , No ,, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,36.916667,-121.833333,, Interavia , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Stinson , No ,1, Reciprocating , Other Work Use , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,39.24,-106.711667,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Schweizer , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,,,, Aero Commander , No ,2, Reciprocating , Business , VMC , 
 Accident ,,,, Cessna , No ,2, Reciprocating , Unknown , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Business , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Maule , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,2, Reciprocating , Personal , IMC , 
 Accident ,,,, Bellanca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Luscombe , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , UNK , 
 Accident ,,,, British Aerospace , No ,, Unknown ,, VMC , 
 Accident ,,, Airplane , Cessna , No ,2, Reciprocating , Unknown , VMC , 
 Accident ,,,, Piper , No ,, Unknown , Personal , VMC , 
 Accident ,,,, Cessna , No ,, Unknown , Unknown , UNK , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Boeing , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Pzl-Mielec , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,," Staudacher Aircraft, Inc. ", No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Bell , No ,1, Turbo Shaft , Unknown , VMC , 
 Accident ,,,, North American , No ,1, Reciprocating , Personal , VMC , 
 Accident ,32.115833,-110.940833,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Beech , No ,2, Reciprocating , Instructional , VMC , 
 Accident ,,,, Piper , No ,, Reciprocating , Personal , IMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Positioning , VMC , 
 Accident ,,,, AVIAT , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Spartan , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Bellanca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Ayres , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Schleicher , No ,, Unknown , Personal , VMC , 
 Accident ,,,, Creed , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Bell , No ,1, Reciprocating , Aerial Application , VMC , 
 Incident ,,,, Cessna , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Thorp , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Champion , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,60.8,-148.25,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, AYRES , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Grumman , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Rowley , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Beech , No ,2, Turbo Prop , Unknown , VMC , 
 Accident ,,,, Boeing , No ,2, Turbo Fan , Unknown , VMC , 
 Accident ,,,, Hughes , No ,, Turbo Shaft , Public Aircraft , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Waco , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Fairchild Hiller , No ,1, Turbo Shaft , Unknown , VMC , 
 Accident ,32.343889,-86.987777,, Gulfstream American , No ,1, Reciprocating , Personal , VMC , 
 Incident ,,,, Fairchild , No ,,,,, 
 Accident ,,,, McCann , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Hartzell , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Maule , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Spurgeon , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,33.145277,-90.515278,, Cessna , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Norton , Yes ,1, Unknown , Personal , VMC , 
 Accident ,,,, Schleicher , No ,, Unknown , Instructional , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Incident ,,,, Diamond Aircraft Industries , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Mooney , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Bushby , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Public Aircraft , VMC , 
 Accident ,,,, KASHAN MICHAEL , Yes ,1, Unknown , Personal , VMC , 
 Accident ,,,, Globe , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Robinson , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Cessna , No ,2, Reciprocating , Unknown , VMC , 
 Accident ,,,, Bellanca , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Enstrom , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,2, Reciprocating , Positioning , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Weatherly , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Beech , No ,2, Turbo Prop , Executive/Corporate , VMC , 
 Accident ,,,, Air Tractor , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,,,, Mooney , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Engineering & Research , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Bellanca , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Business , VMC , 
 Accident ,,,, Garlick , No ,1, Turbo Shaft , Aerial Application , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Piper , No ,2, Reciprocating , Instructional , VMC , 
 Accident ,,,, Europa Aviation Inc , Yes ,1, Reciprocating , Instructional , VMC , 
 Accident ,34.1,-117.233333,, Worldwide Aero Corp , No ,2, Reciprocating , Instructional , VMC , 
 Accident ,,,, Hughes , No ,1, Turbo Shaft , Aerial Application , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Rockwell , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Mooney , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Davis/Crouch , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Incident ,,,, Dassault , No ,2, Turbo Jet , Positioning , VMC , 
 Accident ,,,, Double D Enterprises , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , IMC , 
 Accident ,,,, NEW PIPER , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Piper , No ,2, Reciprocating , Personal , VMC , 
 Accident ,,,, MCCLISH , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Beech , No ,, Unknown , Personal , UNK , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Aeronca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Beech , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Cessna , No ,2, Reciprocating , Business , VMC , 
 Accident ,,,, Bell , No ,, Turbo Shaft , Aerial Application , IMC , 
 Accident ,,,, Schweizer , No ,, Unknown , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Enstrom , No ,1, Reciprocating , Aerial Observation , VMC , 
 Accident ,,,, Learjet , No ,2, Turbo Fan , Positioning , VMC , 
 Accident ,,,, Extra , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, de Havilland , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Public Aircraft , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Positioning , VMC , 
 Accident ,,,, Ayres , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Schwarz , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Aeronca , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Ward , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, BLANC , Yes ,1, Unknown , Personal , IMC , 
 Accident ,,,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Business , VMC , 
 Accident ,,,, Hoye , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Stinson , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Bell , No ,1, Turbo Shaft , Public Aircraft , VMC , 
 Accident ,,,, Grumman American , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Schempp-Hirth , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Fleet , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Unknown , UNK , 
 Accident ,,,, Bell , No ,1, Turbo Shaft , Other Work Use , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Beech , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Bellanca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Rans Employee Flying Club , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Incident ,,,, Boeing , No ,,,,, 
 Accident ,,,, Schleicher , No ,, Unknown , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,,,, Piper , No ,1, Reciprocating , Other Work Use , VMC , 
 Accident ,,,, HAESSLER , Yes ,1, Reciprocating , Personal , VMC , 
 Incident ,,,, Douglas , No ,4, Turbo Fan , Unknown , VMC , 
 Accident ,,,, Enstrom , No ,1, Reciprocating , Aerial Observation , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Schmidt , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Hughes , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Maule , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Business , VMC , 
